Id,Requester id,Group,Status,Priority,Via,Created at,Updated at,Assigned at,Initially assigned at,Solved at,Resolution time,Satisfaction Score,Reopens,Replies,First reply time in minutes within business hours,First resolution time in minutes,First resolution time in minutes within business hours,Full resolution time in minutes,Full resolution time in minutes within business hours,Requester wait time in minutes,Requester wait time in minutes within business hours,Manual Tagging of Categories [list]
295789,7527529459485,Reimbursement Claims,Closed,Low,Mail,06-04-2023 12:21,08-06-2023 16:35,06-04-2023 15:32,06-04-2023 15:32,19-05-2023 15:38,1035,,1,1,1396,2836,1396,62117,30077,58990,29470,-
295792,10256062776605,Support,Closed,Low,Mail,06-04-2023 12:23,10-05-2023 06:10,06-04-2023 13:09,06-04-2023 13:09,11-04-2023 14:00,122,Offered,1,3,157,3004,1564,7297,3697,4406,2246,-
295800,8205200903453,Support,Closed,Low,Mail,06-04-2023 12:28,05-05-2023 06:07,06-04-2023 13:09,06-04-2023 13:09,06-04-2023 17:18,5,5,1,2,104,104,104,290,290,227,227,-
295841,9507641647133,Support,Closed,Low,OutBound,06-04-2023 12:52,06-05-2023 06:04,06-04-2023 14:41,06-04-2023 14:41,07-04-2023 19:34,31,3,1,4,152,1207,487,1842,1122,1806,1087,HR Queries
295845,7302854046237,Support,Closed,Low,Internal Communication,06-04-2023 12:54,05-05-2023 06:10,06-04-2023 12:59,06-04-2023 12:59,06-04-2023 13:58,1,Offered,1,3,27,58,58,64,64,64,64,-
295882,8788300545053,Reimbursement Claims,Hold,Low,OutBound,06-04-2023 13:14,15-06-2023 16:55,06-04-2023 13:14,06-04-2023 13:14,,,,1,13,20017,92035,45955,,,100994,50415,-
295912,7223273175197,Support,Closed,Low,Mail,06-04-2023 13:31,17-05-2023 06:11,06-04-2023 13:49,06-04-2023 13:49,18-04-2023 12:19,287,Offered,1,6,102,5612,2732,17208,8568,12843,6363,HR Queries
295915,7302179365021,Onboardings,Closed,Low,Mail,06-04-2023 13:33,06-06-2023 06:12,06-04-2023 14:58,06-04-2023 14:58,08-05-2023 12:48,767,,1,7,260,6203,3323,46035,22995,1871,1151,-
295941,9481625485213,Reimbursement Claims,Closed,Low,Mail,06-04-2023 14:03,08-06-2023 15:36,06-04-2023 15:40,06-04-2023 15:40,19-05-2023 15:03,1033,,1,9,224,57935,29135,61980,29940,61967,31006,-
295945,9451908873757,Reimbursement Claims,Hold,Low,Mail,06-04-2023 14:09,06-04-2023 18:51,06-04-2023 15:41,06-04-2023 15:41,,,,1,1,171,171,171,,,257,257,-
295961,10258550793373,Support,Closed,Low,Mail,06-04-2023 14:27,06-05-2023 06:04,06-04-2023 14:46,06-04-2023 14:46,07-04-2023 19:35,29,5,1,2,53,1114,394,1749,1029,1705,985,Others
296025,8750437306525,Support,Solved,Low,Mail,06-04-2023 15:31,03-06-2023 22:03,09-05-2023 10:50,06-04-2023 16:20,03-06-2023 22:03,1399,Offered,1,12,493,6090,3208,83911,42088,49482,25600,HR Queries
296093,6763878549661,Onboardings,Closed,Low,Mail,06-04-2023 16:14,27-05-2023 06:08,12-04-2023 11:09,12-04-2023 11:09,28-04-2023 09:42,521,,1,1,15448,8981,4606,31288,15448,11568,5753,-
296151,7816183780893,Support,Closed,Low,Internal Communication,06-04-2023 16:42,10-05-2023 06:10,06-04-2023 17:52,06-04-2023 17:52,11-04-2023 14:32,118,Offered,1,2,258,270,258,7070,3470,2830,1377,-
296233,9651192121373,Reimbursement Claims,Closed,Low,Mail,06-04-2023 17:48,28-05-2023 06:01,06-04-2023 18:27,06-04-2023 18:27,29-04-2023 17:44,552,,1,3,191,277,191,33116,16556,4833,2587,-
296241,7302334928157,Support,Closed,Low,Mail,06-04-2023 17:52,01-06-2023 06:08,06-04-2023 18:05,06-04-2023 18:05,03-05-2023 11:27,642,Offered,1,3,56,2561,1121,38495,19055,15121,7201,-
296255,7303264368285,Support,Closed,Low,Mail,06-04-2023 18:03,09-05-2023 06:08,06-04-2023 18:13,06-04-2023 18:13,10-04-2023 13:13,91,Offered,1,2,86,5454,2574,5470,2590,5466,2586,HR Queries
296300,9803966098461,Reimbursement Claims,Closed,Low,OutBound,06-04-2023 18:20,26-05-2023 06:09,06-04-2023 18:20,06-04-2023 18:20,27-04-2023 19:23,505,,1,3,2869,0,0,30303,15183,24763,12523,-
296359,7302675692445,Endorsements,Closed,Low,Mail,06-04-2023 19:48,18-05-2023 06:08,10-04-2023 12:56,10-04-2023 12:56,19-04-2023 09:44,302,,1,3,4029,9688,4648,18116,8756,9676,4636,-
296404,7223313994525,Support,Closed,Low,Internal Communication,06-04-2023 20:28,06-05-2023 06:04,07-04-2023 13:13,07-04-2023 13:13,07-04-2023 14:43,18,Offered,1,3,298,1025,305,1095,375,1093,373,-
296418,10268782324381,Support,Closed,Low,Mail,06-04-2023 20:54,09-05-2023 06:08,07-04-2023 13:30,07-04-2023 13:30,10-04-2023 20:58,96,5,1,3,307,2889,1445,5764,2884,3126,1682,Manage dependents
296419,10268909824925,Reimbursement Claims,Hold,Low,Mail,06-04-2023 21:02,11-04-2023 15:21,09-04-2023 22:13,09-04-2023 22:13,,,,1,1,3071,6669,3071,,,6763,3166,-
296521,7303454134045,Endorsements,Solved,Low,Mail,07-04-2023 07:00,09-06-2023 10:16,07-06-2023 15:45,10-04-2023 15:21,09-06-2023 10:16,1515,,1,2,3237,7574,3854,90916,45437,50526,25206,-
296545,10177296673053,Endorsements,Pending,Low,Mail,07-04-2023 07:00,02-06-2023 11:54,10-04-2023 15:39,10-04-2023 15:39,,,,1,4,2615,47825,23945,,,4987,2707,-
296627,7303011035933,Endorsements,Closed,Low,Mail,07-04-2023 07:02,11-05-2023 06:09,10-04-2023 11:11,10-04-2023 11:11,12-04-2023 13:04,126,,1,2,2291,4569,2291,7562,3845,4569,2291,-
296636,7251409889437,Endorsements,Closed,Low,Mail,07-04-2023 07:02,17-05-2023 06:11,10-04-2023 14:37,10-04-2023 14:37,18-04-2023 16:39,274,,1,3,2497,15088,7771,16417,8380,10655,5497,-
296638,9241652885149,Endorsements,Pending,Low,Mail,07-04-2023 07:02,15-06-2023 15:41,10-04-2023 16:47,10-04-2023 16:47,,,,1,25,2880,99736,49939,,,7450,4296,-
296671,10277735732637,Support,Closed,Low,Mail,07-04-2023 10:12,07-06-2023 07:36,07-04-2023 13:33,07-04-2023 13:33,14-05-2023 13:11,891,Offered,1,2,320,2031,1311,53459,26819,22179,11379,Claims
296686,9671650143389,Reimbursement Claims,Open,Low,Mail,07-04-2023 10:36,16-06-2023 00:55,09-04-2023 23:12,09-04-2023 23:12,,,,1,14,3353,6233,3353,,,97358,48883,-
296698,7236019943581,Support,Closed,Low,Internal Communication,07-04-2023 10:50,18-05-2023 06:08,12-04-2023 08:50,07-04-2023 13:15,19-04-2023 12:06,289,Offered,1,4,367,3234,1794,17356,8716,15881,7961,Others
296706,10278093769629,Support,Closed,Low,Mail,07-04-2023 10:58,06-05-2023 06:04,07-04-2023 13:35,07-04-2023 13:35,07-04-2023 17:54,7,5,1,2,215,412,412,417,417,412,412,Is my treatment covered (IMTC)
296723,9913292536477,Reimbursement Claims,Solved,Low,Mail,07-04-2023 11:28,02-06-2023 17:44,09-04-2023 23:07,09-04-2023 23:07,02-06-2023 17:44,1350,,1,2,2952,5832,2952,81016,40696,70808,35528,-
296739,10278571337757,Support,Closed,Low,Mail,07-04-2023 11:55,20-05-2023 06:10,07-04-2023 13:35,07-04-2023 13:35,21-04-2023 16:55,341,Offered,1,5,117,356,356,20460,10380,697,697,Is my treatment covered (IMTC)
296759,10278778430365,Support,Closed,Low,Mail,07-04-2023 12:23,17-05-2023 06:11,07-04-2023 13:35,07-04-2023 13:35,18-04-2023 14:01,266,Offered,1,2,227,227,227,15938,8018,503,503,-
296802,7302806527005,Reimbursement Claims,Open,Low,Mail,07-04-2023 12:51,18-06-2023 12:06,09-04-2023 23:05,09-04-2023 23:05,,,,1,16,2265,4425,2265,,,103169,51236,-
296897,10280431405213,Support,Closed,Low,Mail,07-04-2023 14:30,25-05-2023 06:10,25-04-2023 16:35,07-04-2023 19:10,27-04-2023 02:29,468,Offered,1,11,662,3289,1829,28078,14069,27980,14068,Claims
296902,10280639195037,Support,Closed,Low,Mail,07-04-2023 14:35,08-05-2023 05:59,07-04-2023 19:10,07-04-2023 19:10,09-04-2023 20:43,54,5,1,3,613,1824,1104,3248,1808,3235,1807,Is my treatment covered (IMTC)
296921,7303213216413,Endorsements,Closed,Low,Mail,07-04-2023 15:11,19-05-2023 06:12,10-04-2023 13:03,10-04-2023 13:03,20-04-2023 13:29,310,,1,2,2177,4192,2032,18618,9258,8272,3952,-
296940,7223472769437,Endorsements,Closed,Low,Mail,07-04-2023 15:40,09-05-2023 06:08,10-04-2023 13:05,10-04-2023 13:05,10-04-2023 14:36,71,,1,2,2079,4239,2079,4256,2096,4244,2084,-
296991,7303071497629,Support,Closed,Low,Mail,07-04-2023 16:47,26-05-2023 06:09,07-04-2023 19:16,07-04-2023 19:16,27-04-2023 12:49,476,5,1,9,168,6894,3294,28562,14162,11375,5615,HR Queries
297022,7302619876765,Reimbursement Claims,Solved,Low,Closed Ticket,07-04-2023 17:22,02-06-2023 17:33,09-04-2023 22:32,09-04-2023 22:32,02-06-2023 17:33,1344,,1,20,2765,5819,2939,80651,40331,80649,40149,-
297026,7274430781725,Support,Closed,Low,Internal Communication,07-04-2023 17:26,09-05-2023 06:08,07-04-2023 19:06,07-04-2023 19:06,10-04-2023 16:44,71,Offered,1,1,105,105,105,4278,2118,310,310,-
297044,10283642294045,Reimbursement Claims,Hold,Low,Mail,07-04-2023 17:55,13-04-2023 15:51,09-04-2023 22:32,09-04-2023 22:32,,,,1,3,2031,8514,4194,,,8515,4195,-
297163,10002164205853,Support,Closed,Low,Mail,07-04-2023 20:34,08-05-2023 05:59,08-04-2023 15:37,08-04-2023 15:37,09-04-2023 09:37,37,Offered,1,1,462,1182,462,2223,783,2121,681,-
297228,7310017905565,Endorsements,Pending,Low,Mail,08-04-2023 07:00,11-04-2023 12:48,10-04-2023 11:24,10-04-2023 11:24,,,,1,3,1585,4668,2389,,,3144,1585,-
297294,10293279055645,Reimbursement Claims,Closed,Low,Mail,08-04-2023 08:47,11-06-2023 11:34,19-04-2023 12:50,08-04-2023 15:39,22-05-2023 10:37,1058,,1,9,427,10370,5318,63470,30698,58734,29021,-
297326,7235574873757,Support,Closed,Low,Closed Ticket,08-04-2023 10:15,19-05-2023 06:12,08-04-2023 15:41,08-04-2023 15:41,20-04-2023 21:00,299,Offered,1,4,376,4950,2790,17925,9284,9553,5232,Manage dependents
297456,10295536897565,Support,Closed,Low,Mail,08-04-2023 13:27,15-05-2023 06:00,08-04-2023 15:52,08-04-2023 15:52,16-04-2023 17:20,196,Offered,1,5,211,7179,3579,11753,5993,11753,5993,Claims
297506,7223472162077,Support,Closed,Low,Internal Communication,08-04-2023 14:38,20-05-2023 06:10,08-04-2023 15:31,08-04-2023 15:31,21-04-2023 12:24,310,Offered,1,1,146,146,146,18586,9226,14254,7054,-
297514,9202760949405,Reimbursement Claims,Solved,Low,Mail,08-04-2023 14:48,18-06-2023 20:22,09-04-2023 23:18,09-04-2023 23:18,18-06-2023 20:22,1710,,1,8,1629,94907,47387,102574,51454,101122,50719,-
297692,9744704139677,Reimbursement Claims,Solved,Low,Mail,08-04-2023 18:55,18-06-2023 00:04,09-04-2023 23:26,09-04-2023 23:26,18-06-2023 00:04,1685,,1,9,3842,20112,10032,101109,50524,101093,50508,-
297826,7303159738141,Reimbursement Claims,Closed,Low,Mail,09-04-2023 10:53,10-05-2023 06:10,09-04-2023 23:32,09-04-2023 23:32,11-04-2023 23:44,61,,1,2,1327,2234,1327,3651,2047,3230,2047,-
297949,9772163999645,Reimbursement Claims,Closed,Low,Mail,09-04-2023 16:50,07-06-2023 07:36,09-04-2023 22:15,09-04-2023 22:15,15-05-2023 17:55,865,,1,7,449,1169,449,51906,25986,51884,25964,-
297964,10310417313949,Reimbursement Claims,Closed,Low,Mail,09-04-2023 17:55,11-05-2023 06:09,10-04-2023 15:20,10-04-2023 15:20,12-04-2023 20:14,74,,1,1,669,1389,669,4459,2299,1390,670,-
298012,9620097768605,Support,Closed,Low,Closed Ticket,09-04-2023 21:40,16-05-2023 06:09,10-04-2023 10:13,10-04-2023 10:13,17-04-2023 18:12,189,5,1,2,97,776,97,11312,5593,880,200,Is my treatment covered (IMTC)
298014,8022902568605,Reimbursement Claims,Hold,Low,Mail,09-04-2023 21:48,13-04-2023 01:05,10-04-2023 15:30,10-04-2023 15:30,,,,1,2,720,1556,720,,,3531,1729,-
298022,10313629750685,Support,Closed,Low,Mail,09-04-2023 23:00,27-05-2023 06:08,10-04-2023 10:13,10-04-2023 10:13,28-04-2023 16:04,449,Offered,1,6,236,6631,3152,26944,13384,18249,9009,Is my treatment covered (IMTC)
298038,9858088563741,Endorsements,Closed,Low,OutBound,10-04-2023 01:06,11-05-2023 06:09,10-04-2023 01:06,10-04-2023 01:06,12-04-2023 12:31,59,,1,0,,0,0,3565,1651,3202,1651,-
298062,10318300650269,Reimbursement Claims,Closed,Low,Mail,10-04-2023 09:07,25-05-2023 06:10,10-04-2023 15:31,10-04-2023 15:31,26-04-2023 20:20,395,,1,1,501,501,501,23713,12193,2630,1902,-
298102,10318650011677,Support,Closed,Low,Mail,10-04-2023 10:11,10-05-2023 06:10,10-04-2023 10:14,10-04-2023 10:14,11-04-2023 12:41,27,Offered,1,2,141,1573,853,1590,870,1577,857,Is my treatment covered (IMTC)
298167,7223472162077,Support,Closed,Low,Internal Communication,10-04-2023 11:06,09-05-2023 06:08,10-04-2023 11:15,10-04-2023 11:15,10-04-2023 18:19,7,Offered,1,4,186,186,186,433,433,205,205,-
298258,9364832806045,Endorsements,Closed,Low,Mail,10-04-2023 11:57,11-04-2023 11:09,10-04-2023 13:26,10-04-2023 13:26,11-04-2023 11:09,23,,1,1,264,264,264,1392,672,986,394,-
298265,7302862582557,Reimbursement Claims,Closed,Low,Mail,10-04-2023 12:00,19-05-2023 06:12,10-04-2023 16:03,10-04-2023 16:03,20-04-2023 11:50,240,,1,3,392,3245,1805,14390,7190,4251,2091,-
298296,7302809612573,Support,Closed,Low,Mail,10-04-2023 12:23,17-05-2023 06:11,10-04-2023 12:49,10-04-2023 12:49,18-04-2023 12:58,193,Offered,1,8,90,1414,694,11555,5795,9768,4728,Claims
298379,7302524003997,Reimbursement Claims,Closed,Low,OutBound,10-04-2023 13:14,09-05-2023 06:07,10-04-2023 13:14,10-04-2023 13:14,10-04-2023 16:15,3,,1,1,181,0,0,181,181,171,171,-
298380,7223313994525,Support,Closed,Low,Internal Communication,10-04-2023 13:15,10-05-2023 06:10,10-04-2023 14:07,10-04-2023 14:07,11-04-2023 09:07,20,Offered,1,2,57,229,229,1193,473,954,237,-
298386,10320166981405,Reimbursement Claims,Solved,Low,Mail,10-04-2023 13:18,08-06-2023 11:43,10-04-2023 16:38,10-04-2023 16:38,08-06-2023 11:43,1414,,1,1,1033,76196,38036,84865,42385,76244,38084,-
298387,7309456434973,Endorsements,Closed,Low,Mail,10-04-2023 13:19,10-05-2023 06:10,10-04-2023 19:14,10-04-2023 19:14,11-04-2023 13:48,24,,1,2,355,355,355,1469,749,502,502,-
298440,7303112389917,Support,Closed,Low,Closed Ticket,10-04-2023 13:56,12-05-2023 06:10,10-04-2023 14:12,10-04-2023 14:12,13-04-2023 11:40,70,5,1,4,60,1539,819,4184,2024,3974,1814,Claims
298453,7290769626909,Support,Closed,Low,Mail,10-04-2023 14:10,26-05-2023 06:09,10-04-2023 14:11,10-04-2023 14:11,27-04-2023 12:24,406,5,1,10,126,24371,12131,24374,12134,24373,12133,HR Queries
298479,7303317119773,Support,Closed,Low,Internal Communication,10-04-2023 14:22,10-05-2023 06:10,10-04-2023 14:25,10-04-2023 14:25,11-04-2023 12:04,22,Offered,1,4,1,99,99,1302,582,205,205,-
298483,9488367035933,Reimbursement Claims,Closed,Low,Mail,10-04-2023 14:26,12-05-2023 06:10,10-04-2023 16:54,10-04-2023 16:54,13-04-2023 11:19,69,,1,2,942,4099,1939,4133,1973,4130,1970,-
298514,9479077099421,Reimbursement Claims,Closed,Low,Mail,10-04-2023 14:47,11-04-2023 12:13,10-04-2023 16:56,10-04-2023 16:56,11-04-2023 12:13,21,,1,1,150,150,150,1287,567,1029,343,-
298529,10321544870045,Onboardings,Solved,Low,Mail,10-04-2023 14:57,12-06-2023 12:19,12-04-2023 10:53,12-04-2023 10:53,12-06-2023 12:19,1509,,1,15,764,61902,30942,90562,45202,12604,6124,-
298565,10151686756381,Onboardings,Closed,Low,Mail,10-04-2023 15:17,19-04-2023 10:21,12-04-2023 11:03,12-04-2023 11:03,19-04-2023 10:21,211,,1,3,1522,2962,1522,12664,6184,3010,1570,-
298594,7223313994525,Support,Closed,Low,Internal Communication,10-04-2023 15:34,09-05-2023 06:10,10-04-2023 16:30,10-04-2023 16:30,10-04-2023 17:20,2,Offered,1,0,,62,62,106,106,84,84,-
298633,9225503629213,Reimbursement Claims,Solved,Low,Mail,10-04-2023 16:00,30-05-2023 15:32,10-04-2023 16:59,10-04-2023 16:59,30-05-2023 15:32,1200,,1,5,300,3291,1740,71972,35972,63755,31783,-
298647,7303457150493,Endorsements,Closed,Low,Mail,10-04-2023 16:14,07-06-2023 07:36,11-05-2023 17:04,11-04-2023 20:49,17-05-2023 14:57,887,,1,3,1006,1941,1006,53204,26564,5883,2788,-
298699,7302858679069,Onboardings,Closed,Low,Mail,10-04-2023 16:58,31-05-2023 06:09,11-04-2023 12:10,11-04-2023 12:10,02-05-2023 14:03,525,,1,5,432,31425,15585,31505,15665,8369,4049,-
298716,7223314000285,Support,Closed,Low,Internal Communication,10-04-2023 17:08,10-05-2023 06:10,10-04-2023 17:17,10-04-2023 17:17,11-04-2023 17:46,25,Offered,1,6,5,50,50,1478,758,1471,751,-
298718,10323393694621,Support,Closed,Low,Mail,10-04-2023 17:09,02-06-2023 06:09,10-04-2023 17:18,10-04-2023 17:18,04-05-2023 12:11,571,Offered,1,6,20,2464,1024,34262,16982,10890,5130,Claims
298732,7302481400733,Endorsements,Closed,Low,Mail,10-04-2023 17:22,18-05-2023 06:08,11-04-2023 09:39,11-04-2023 09:39,19-04-2023 18:17,217,,1,2,281,1001,281,13016,6536,8294,3974,-
298786,7273920265117,Reimbursement Claims,Closed,Low,Closed Ticket,10-04-2023 17:58,19-05-2023 06:12,11-04-2023 10:04,11-04-2023 10:04,20-04-2023 18:55,241,,1,1,611,10195,5155,14457,7257,10309,5269,-
298789,7302393162397,Support,Closed,Low,Mail,10-04-2023 18:00,16-05-2023 06:09,10-04-2023 18:54,10-04-2023 18:54,17-04-2023 15:26,165,5,1,3,376,3464,1619,9926,4886,3601,1755,Is my treatment covered (IMTC)
298824,9763472878493,Reimbursement Claims,Hold,Low,Mail,10-04-2023 18:25,20-04-2023 16:02,11-04-2023 10:04,11-04-2023 10:04,,,,1,2,730,1450,730,,,2797,1357,-
298831,10196925598365,Support,Closed,Low,Mail,10-04-2023 18:28,10-05-2023 06:10,10-04-2023 18:54,10-04-2023 18:54,11-04-2023 16:30,22,Offered,1,1,38,38,38,1323,603,49,49,Claims
298845,10267607046045,Reimbursement Claims,Closed,Low,OutBound,10-04-2023 18:39,07-06-2023 07:36,18-04-2023 09:57,10-04-2023 18:39,13-05-2023 16:55,790,,1,6,5569,0,0,47416,23656,46323,23284,-
298868,9851871864477,Reimbursement Claims,Hold,Low,Mail,10-04-2023 18:58,16-06-2023 17:30,22-04-2023 17:56,11-04-2023 10:02,,,,1,15,546,84906,42426,,,85229,42569,-
298903,10325768921885,Support,Closed,Low,Mail,10-04-2023 19:38,29-05-2023 06:00,11-04-2023 08:53,11-04-2023 08:53,30-04-2023 18:40,479,5,1,6,104,26953,13273,28741,14341,26957,13278,Manage dependents
298907,10325899287709,Reimbursement Claims,Closed,Low,Mail,10-04-2023 19:43,09-05-2023 16:15,11-04-2023 10:00,11-04-2023 10:00,09-05-2023 16:15,693,,1,2,1380,32928,16368,41552,20672,41130,20404,-
298989,9849784588061,Support,Closed,Low,Mail,10-04-2023 21:48,10-05-2023 06:10,11-04-2023 08:54,11-04-2023 08:54,11-04-2023 17:41,20,5,1,5,96,1187,516,1193,522,1190,518,Claims
298995,10327831808541,Support,Closed,Low,Mail,10-04-2023 22:00,07-06-2023 07:36,25-04-2023 11:29,11-04-2023 08:54,16-05-2023 16:46,859,Offered,1,9,46,12258,5838,51526,25666,43859,21599,Is my treatment covered (IMTC)
299017,10023392671005,Support,Closed,Low,Mail,10-04-2023 23:15,13-05-2023 06:07,11-04-2023 08:54,11-04-2023 08:54,14-04-2023 11:57,85,Offered,1,3,150,3725,1700,5082,2337,4609,1877,Claims
299033,7250290940573,Support,Closed,Low,Internal Communication,10-04-2023 23:50,13-05-2023 06:07,11-04-2023 08:45,11-04-2023 08:45,14-04-2023 14:52,87,Offered,1,5,109,1027,478,5221,2512,2717,1447,Claims
299077,7302470976797,Endorsements,Solved,Low,Mail,11-04-2023 07:00,13-06-2023 09:58,14-04-2023 16:24,14-04-2023 16:24,13-06-2023 09:58,1515,,1,5,6026,20425,10225,90898,45419,15364,8044,-
299151,7303553622173,Endorsements,Open,Low,Mail,11-04-2023 07:00,13-06-2023 15:00,21-04-2023 11:35,21-04-2023 11:35,,,,1,1,45407,90886,45407,,,62075,30995,-
299233,9789958097437,Reimbursement Claims,Closed,Low,Mail,11-04-2023 07:26,10-05-2023 06:10,11-04-2023 09:45,11-04-2023 09:45,11-04-2023 18:20,11,,1,1,392,485,392,655,561,650,556,-
299240,10333523058333,Support,Closed,Low,Mail,11-04-2023 08:27,12-05-2023 06:10,11-04-2023 08:55,11-04-2023 08:55,13-04-2023 17:35,57,Offered,1,3,49,2973,1501,3428,1955,3042,1570,-
299333,10023781303453,Support,Closed,Low,Mail,11-04-2023 10:05,07-06-2023 07:36,11-04-2023 10:30,11-04-2023 10:30,13-05-2023 10:46,769,Offered,1,4,32,18715,9355,46121,23081,24022,11782,-
299386,9962972286365,Support,Closed,Low,Internal Communication,11-04-2023 11:00,13-05-2023 06:07,11-04-2023 12:01,11-04-2023 12:01,14-04-2023 12:37,74,Offered,1,2,62,281,281,4417,2257,1258,538,-
299434,9300281280413,Reimbursement Claims,Hold,Low,OutBound,11-04-2023 11:30,18-04-2023 19:57,11-04-2023 11:30,11-04-2023 11:30,,,,1,2,675,0,0,,,10510,5470,-
299454,10334839220765,Support,Closed,Low,Mail,11-04-2023 11:39,25-05-2023 06:10,11-04-2023 12:01,11-04-2023 12:01,26-04-2023 10:23,359,2,1,9,142,7541,3941,21524,10724,15974,8054,Is my treatment covered (IMTC)
299470,7251466150557,Reimbursement Claims,Closed,Low,OutBound,11-04-2023 11:48,10-05-2023 06:09,11-04-2023 11:48,11-04-2023 11:48,11-04-2023 18:24,7,,1,2,245,0,0,396,396,126,126,-
299473,7303161415837,Endorsements,Pending,Low,OutBound,11-04-2023 11:50,19-04-2023 10:09,11-04-2023 11:50,11-04-2023 11:50,,,,1,0,,0,0,,,11371,5611,-
299492,10008752878749,Reimbursement Claims,Closed,Low,Mail,11-04-2023 12:05,15-06-2023 10:32,13-04-2023 00:13,11-04-2023 15:39,26-05-2023 10:07,1078,,1,2,1255,2918,1478,64682,32282,58977,29458,-
299556,7303017997213,Endorsements,Closed,Low,Mail,11-04-2023 12:34,13-05-2023 06:07,11-04-2023 21:04,11-04-2023 21:04,14-04-2023 14:23,74,,1,2,1290,2730,1290,4429,2269,3041,1601,-
299573,8517297754525,Reimbursement Claims,Closed,Low,Mail,11-04-2023 12:42,16-05-2023 06:09,11-04-2023 15:46,11-04-2023 15:46,17-04-2023 15:16,147,,1,2,355,355,355,8795,4475,8768,4448,-
299578,7302807795869,Support,Open,Low,Mail,11-04-2023 12:45,02-05-2023 14:10,21-04-2023 12:25,11-04-2023 13:18,,,,1,1,33,14381,7181,,,14381,7181,-
299592,10001421853085,Reimbursement Claims,Closed,Low,Mail,11-04-2023 12:52,11-05-2023 06:08,11-04-2023 15:47,11-04-2023 15:47,12-04-2023 15:11,26,,1,1,347,347,347,1579,859,1570,850,-
299626,7303506451357,Support,Closed,Low,Mail,11-04-2023 13:21,17-05-2023 06:11,11-04-2023 14:58,11-04-2023 14:58,18-04-2023 12:21,167,5,1,4,107,203,203,10020,4980,4646,2486,-
299627,7323126204061,Support,Closed,Low,Internal Communication,11-04-2023 13:21,11-06-2023 17:37,11-04-2023 13:24,11-04-2023 13:24,22-05-2023 17:18,988,Offered,1,2,40,158,158,59277,29757,47988,24228,-
299681,7302805593117,Support,Closed,Low,Mail,11-04-2023 14:12,25-05-2023 06:10,11-04-2023 15:02,11-04-2023 15:02,26-04-2023 20:42,367,Offered,1,3,54,54,54,21990,11190,21959,11159,HR Queries
299705,7303155880093,Support,Closed,Low,Internal Communication,11-04-2023 14:38,11-05-2023 06:08,12-04-2023 19:16,11-04-2023 15:06,12-04-2023 19:53,29,Offered,1,5,194,194,194,1755,1035,293,293,-
299728,8350360105629,Support,Closed,Low,Mail,11-04-2023 14:53,14-05-2023 06:01,11-04-2023 15:07,11-04-2023 15:07,15-04-2023 09:08,90,5,1,2,42,183,183,5415,2535,5404,2524,Telehealth
299744,7303317119773,Support,Closed,Low,Internal Communication,11-04-2023 15:07,10-05-2023 06:12,11-04-2023 15:10,11-04-2023 15:10,11-04-2023 19:08,4,Offered,1,1,76,76,76,241,241,129,129,-
299755,9962972286365,Support,Closed,Low,Internal Communication,11-04-2023 15:20,10-05-2023 06:12,11-04-2023 15:21,11-04-2023 15:21,11-04-2023 17:44,2,Offered,1,1,16,16,16,145,145,16,16,Claims
299813,10340574497053,Support,Closed,Low,Mail,11-04-2023 16:01,13-05-2023 06:07,11-04-2023 17:10,11-04-2023 17:10,14-04-2023 12:50,69,Offered,1,5,95,2507,1067,4129,1969,4126,1966,Is my treatment covered (IMTC)
299864,8107171793437,Support,Closed,Low,Internal Communication,11-04-2023 16:25,20-05-2023 06:10,11-04-2023 17:10,11-04-2023 17:07,21-04-2023 09:09,233,Offered,1,13,13,58,58,13964,6764,2563,1123,Claims
299966,10151151304093,Support,Closed,Urgent,Internal Communication,11-04-2023 17:49,13-05-2023 06:07,12-04-2023 10:52,12-04-2023 10:52,14-04-2023 11:09,65,Offered,1,2,903,1623,903,3920,1760,2598,1158,-
299994,7302577578269,Support,Closed,Low,Mail,11-04-2023 18:12,11-05-2023 06:08,11-04-2023 19:16,11-04-2023 19:16,12-04-2023 12:54,19,Offered,1,2,92,92,92,1121,401,106,106,-
299995,9621692002973,Onboardings,Closed,Low,Closed Ticket,11-04-2023 18:15,13-05-2023 06:07,12-04-2023 10:54,12-04-2023 10:54,14-04-2023 11:34,65,,1,3,282,1002,282,3919,1759,3880,1720,-
300013,7725409564445,Support,Open,Low,Mail,11-04-2023 18:24,12-04-2023 11:47,11-04-2023 21:33,11-04-2023 21:33,,,,1,0,,191,155,,,191,155,-
300066,10342247407005,Reimbursement Claims,Closed,Low,Mail,11-04-2023 18:49,19-04-2023 19:25,12-04-2023 11:00,12-04-2023 11:00,19-04-2023 19:25,193,,1,1,710,1430,710,11556,5796,1659,939,-
300097,8677342775197,Onboardings,Closed,Low,Mail,11-04-2023 19:09,06-06-2023 06:12,12-04-2023 10:52,12-04-2023 10:52,08-05-2023 14:30,643,,1,2,1864,38578,19138,38601,19161,4049,1889,-
300100,10344981657629,Support,Closed,Low,Mail,11-04-2023 19:11,11-05-2023 06:08,11-04-2023 19:17,11-04-2023 19:17,12-04-2023 19:39,24,Offered,1,6,15,1436,716,1468,748,1445,725,Is my treatment covered (IMTC)
